"","row","col","value"
"1",1,1,0
"2",2,1,8.64578078238538
"3",3,1,8.7277344565336
"4",4,1,8.78361512649517
"5",5,1,9.23358037516467
"6",6,1,9.02807192603859
"7",7,1,9.09562173627408
"8",8,1,8.88979550398482
"9",9,1,9.02972215742519
"10",10,1,8.88254327791009
"11",11,1,9.26806142333018
"12",12,1,9.75437400966352
"13",13,1,9.43857836064538
"14",14,1,9.26032787898678
"15",15,1,9.67140427053752
"16",16,1,9.33409166206886
"17",17,1,9.51503712069506
"18",18,1,9.271486367656
"19",19,1,9.57346264711789
"20",20,1,9.65020355313075
"21",21,1,9.45440307282319
"22",22,1,9.2898880234257
"23",23,1,9.3062546496647
"24",24,1,9.39871274319144
"25",25,1,9.90481306765076
"26",26,1,9.60884189519335
"27",27,1,9.55237355728912
"28",28,1,9.0145014307684
"29",29,1,8.90243198620878
"30",30,1,9.01204999290555
"31",31,1,9.18859334789321
"32",32,1,9.21808393357461
"33",33,1,9.14072839036339
"34",34,1,9.57279831851969
"35",35,1,9.89462884762259
"36",36,1,9.39530037691318
"37",37,1,9.57719194589636
"38",38,1,9.16076950232901
"39",39,1,9.4773978000529
"40",40,1,9.14666786445635
"41",41,1,9.65689914282639
"42",42,1,9.15681227602252
"43",43,1,9.17693349193855
"44",44,1,9.04312166115723
"45",45,1,8.89181927312447
"46",46,1,8.85778832550877
"47",47,1,9.47832895301637
"48",48,1,9.35169768385428
"49",49,1,9.23454784938171
"50",50,1,9.49558491499036
"51",51,1,17.0414815781927
"52",52,1,16.7132081589238
"53",53,1,16.7668755676098
"54",54,1,16.5307268313177
"55",55,1,16.8183409681436
"56",56,1,15.8188542432527
"57",57,1,16.6788091361082
"58",58,1,16.4856704721459
"59",59,1,16.1063270685545
"60",60,1,16.5751325122738
"61",61,1,16.1503986289777
"62",62,1,16.6366081784656
"63",63,1,16.6267910020157
"64",64,1,16.9433814754811
"65",65,1,17.0635800040381
"66",66,1,16.5371221537025
"67",67,1,16.5013638499362
"68",68,1,16.3716952190983
"69",69,1,17.8074254769328
"70",70,1,17.6382861889536
"71",71,1,17.2476312452409
"72",72,1,16.7940881119334
"73",73,1,16.7456804714312
"74",74,1,16.2061552526516
"75",75,1,16.0032966667707
"76",76,1,16.7823899270139
"77",77,1,16.9597565110879
"78",78,1,16.4796644364799
"79",79,1,16.5294040470225
"80",80,1,16.7167432909734
"81",81,1,16.2854231231595
"82",82,1,16.6344513363144
"83",83,1,16.425393508192
"84",84,1,16.2015366302699
"85",85,1,16.4467559039778
"86",86,1,16.7602498995341
"87",87,1,16.7316874577669
"88",88,1,16.937580575028
"89",89,1,16.4590215768678
"90",90,1,16.7206999025679
"91",91,1,16.6013112529912
"92",92,1,16.7672019819279
"93",93,1,16.9017412412108
"94",94,1,16.8773110544139
"95",95,1,16.1338496291587
"96",96,1,16.345145274533
"97",97,1,16.472830356515
"98",98,1,17.0384519157876
"99",99,1,16.84921163113
"100",100,1,17.1143624564307
"101",1,2,8.64578078238538
"102",2,2,0
"103",3,2,8.4253827200388
"104",4,2,8.58213356303437
"105",5,2,8.94165914881276
"106",6,2,8.86383826252206
"107",7,2,8.9261915537404
"108",8,2,9.12986546246909
"109",9,2,9.00737070345912
"110",10,2,9.1203563969448
"111",11,2,8.93776879841055
"112",12,2,9.38340840348326
"113",13,2,9.74564603196396
"114",14,2,9.14553408118498
"115",15,2,9.76441691525251
"116",16,2,9.57792778279498
"117",17,2,9.57517339161169
"118",18,2,9.37608858447902
"119",19,2,9.19317722390073
"120",20,2,9.57511901146211
"121",21,2,9.36464479867467
"122",22,2,9.33500825449341
"123",23,2,9.40016399291103
"124",24,2,9.31321580542753
"125",25,2,9.63007764493768
"126",26,2,9.54307985341398
"127",27,2,9.40312252971171
"128",28,2,9.27864102702162
"129",29,2,9.08903205996685
"130",30,2,9.18665084377253
"131",31,2,9.465681848766
"132",32,2,9.15048128921791
"133",33,2,9.45676447300181
"134",34,2,9.31837043731705
"135",35,2,9.90156337534759
"136",36,2,9.46960873589609
"137",37,2,9.54403367838709
"138",38,2,9.56251868647064
"139",39,2,9.42135805059738
"140",40,2,9.44686602237594
"141",41,2,9.17834079461662
"142",42,2,9.1609624058845
"143",43,2,9.04851849777221
"144",44,2,9.22853287982471
"145",45,2,8.87680474603616
"146",46,2,8.85176070052877
"147",47,2,9.20741908274582
"148",48,2,9.28668743605153
"149",49,2,9.32569149733629
"150",50,2,9.5281740601907
"151",51,2,17.0203756455316
"152",52,2,16.6731578874944
"153",53,2,16.8055707390692
"154",54,2,16.5082579316967
"155",55,2,16.9345843441438
"156",56,2,15.781792477078
"157",57,2,16.5790917047482
"158",58,2,16.3091547940851
"159",59,2,16.1243216506778
"160",60,2,16.5706274887881
"161",61,2,15.979899099682
"162",62,2,16.6157116715755
"163",63,2,16.5258097546906
"164",64,2,16.8164207148002
"165",65,2,17.0234489878737
"166",66,2,16.3316657152684
"167",67,2,16.4964331125487
"168",68,2,16.2460285608368
"169",69,2,17.8397196528996
"170",70,2,17.6308616583769
"171",71,2,17.1854841451265
"172",72,2,16.5907021909123
"173",73,2,16.520677272888
"174",74,2,16.0125289671627
"175",75,2,16.0159946774067
"176",76,2,16.9365830829085
"177",77,2,17.1357896464849
"178",78,2,16.3294626080411
"179",79,2,16.4139408542461
"180",80,2,16.4453458450065
"181",81,2,16.0999084314104
"182",82,2,16.4700895897405
"183",83,2,16.425809554401
"184",84,2,16.2353528574074
"185",85,2,16.5617977405021
"186",86,2,16.6946718133903
