"","row","col","value"
"1",1,1,0
"2",2,1,9.81321032492396
"3",3,1,9.98647153366686
"4",4,1,10.3286766483267
"5",5,1,9.72499188571065
"6",6,1,9.58113403910042
"7",7,1,10.1477863101849
"8",8,1,10.5256538070076
"9",9,1,10.7889251783872
"10",10,1,10.0106479381235
"11",11,1,9.97605701316173
"12",12,1,10.5841477498439
"13",13,1,11.0537978588644
"14",14,1,10.2814576280482
"15",15,1,9.66788443922982
"16",16,1,10.3026560764646
"17",17,1,9.62015764672305
"18",18,1,9.87457132834779
"19",19,1,9.70640292536034
"20",20,1,9.5116048818045
"21",21,1,9.5131855509339
"22",22,1,10.3516044502965
"23",23,1,9.84714693482672
"24",24,1,9.74791191974437
"25",25,1,10.285467570042
"26",26,1,10.4737251388654
"27",27,1,10.0950473761099
"28",28,1,9.64521174662367
"29",29,1,10.1748653514097
"30",30,1,10.3199323045977
"31",31,1,10.0092495228055
"32",32,1,9.44842740264909
"33",33,1,9.26418969665164
"34",34,1,9.92226109910482
"35",35,1,9.77257745237137
"36",36,1,10.1078157219955
"37",37,1,9.95945994437614
"38",38,1,10.3217296954262
"39",39,1,9.61229344604865
"40",40,1,9.73776259170247
"41",41,1,10.2283481348802
"42",42,1,9.65455089590532
"43",43,1,10.2603047653466
"44",44,1,10.0863238509959
"45",45,1,9.87734569737689
"46",46,1,10.1545764871564
"47",47,1,9.79413174379195
"48",48,1,10.1152931750536
"49",49,1,9.90674551040838
"50",50,1,10.1670003756695
"51",51,1,19.590599136253
"52",52,1,19.085928609303
"53",53,1,20.9734059447908
"54",54,1,18.4790357653577
"55",55,1,18.547645343262
"56",56,1,18.4916012436404
"57",57,1,18.6012362640693
"58",58,1,19.3910956425432
"59",59,1,19.0821467167224
"60",60,1,20.490739431215
"61",61,1,18.7553794655892
"62",62,1,19.0634068748263
"63",63,1,18.8218874371968
"64",64,1,18.5372057959193
"65",65,1,19.2597832031111
"66",66,1,18.7811091546949
"67",67,1,18.7436440458755
"68",68,1,19.3917647464779
"69",69,1,18.5827662340131
"70",70,1,19.5489834780337
"71",71,1,19.4319140827497
"72",72,1,19.6649670794619
"73",73,1,18.2026614528421
"74",74,1,18.7150135339301
"75",75,1,19.7083245784978
"76",76,1,19.0694855625487
"77",77,1,23.5547946382846
"78",78,1,18.9261193778422
"79",79,1,18.6962076178776
"80",80,1,19.6721544077453
"81",81,1,18.9036439615344
"82",82,1,19.1653808241307
"83",83,1,18.9019060025867
"84",84,1,18.8279551075677
"85",85,1,19.9439097551486
"86",86,1,19.3935706956135
"87",87,1,18.6864087939217
"88",88,1,23.5756420651306
"89",89,1,19.6404311356941
"90",90,1,19.2785878197358
"91",91,1,18.9234747037724
"92",92,1,20.6470004792349
"93",93,1,19.7343003049844
"94",94,1,19.9524406700983
"95",95,1,19.2354371688151
"96",96,1,19.1139104887404
"97",97,1,18.7805365296791
"98",98,1,18.4142847038555
"99",99,1,18.3453806508153
"100",100,1,18.5511904972869
"101",1,2,9.81321032492396
"102",2,2,0
"103",3,2,9.30522317863702
"104",4,2,9.77922304129098
"105",5,2,9.79295355605159
"106",6,2,9.51568223027576
"107",7,2,9.97013614410755
"108",8,2,9.89451894821179
"109",9,2,10.6033020041123
"110",10,2,10.2626559867764
"111",11,2,10.4511578577537
"112",12,2,10.508440144155
"113",13,2,11.8770657939079
"114",14,2,10.6396371762932
"115",15,2,10.1106962925262
